Date,Segment,Region,Category,Ship Mode,State,Sales,Profit,Discount,Product Quality Score,Service Speed Score,Pricing Score,Customer Service Score,Department,Customer Satisfaction,Inventory Turnover
2022-08-24,Corporate,Central,Office Supplies,First Class,New York,879.74,186.3,123.36,3.7074847549835748,1.724319694827419,2.4762944188683313,1.662787932463457,Pharmacy,1.24,4.49
2022-11-09,Corporate,Central,Technology,Same Day,California,941.33,69.78,68.84,3.8550178927113494,3.427268085755284,1.4242544486378752,2.115907760239828,Garden,3.95,2.85
2022-06-22,Home Office,Central,Technology,First Class,Washington,1224.93,103.16,146.03,4.879706367669575,1.5280175533917304,1.8730165371875294,2.890914480786339,Pharmacy,2.34,8.17
2021-03-14,Consumer,West,Technology,Second Class,California,605.37,151.34,32.48,1.2706470278750057,4.423228609226516,2.523638202229532,1.451526680567953,Clothing,4.44,7.44
2021-04-26,Corporate,South,Technology,First Class,Texas,1060.99,197.81,36.73,1.75045425367176,1.111157951919778,3.598604546444819,2.5461523282064107,Clothing,1.97,9.43
2022-12-11,Consumer,East,Technology,First Class,California,1392.58,222.27,165.72,2.272489172332105,4.381199369314286,3.49690719156167,2.208352182459538,Pharmacy,3.32,2.56
2022-03-08,Home Office,South,Office Supplies,Standard Class,New York,843.51,176.31,161.49,4.784269374628348,1.8769864874686628,4.698003176876716,4.6879053481337305,Electronics,1.52,9.5
2022-03-25,Corporate,Central,Technology,Standard Class,Florida,1118.08,278.82,96.4,1.9142201030414636,2.95143137614387,2.2611753878449568,1.7941364817419911,Grocery,4.53,6.19
2021-04-10,Home Office,East,Furniture,First Class,Washington,1241.58,109.48,342.12,3.2603782911135744,3.92208281149098,2.588441094100983,3.8848455922935226,Garden,1.54,5.75
2021-06-27,Corporate,West,Furniture,Second Class,New York,1052.56,219.23,220.82,1.4710445218855885,4.136667355581162,2.1323026653808372,1.8635728350138216,Garden,3.59,6.43
2022-10-22,Consumer,West,Technology,Standard Class,New York,828.73,98.15,173.23,2.0826688149820107,2.607119157170508,1.466388948315915,3.502633515048235,Grocery,1.9,3.07
2021-05-28,Corporate,South,Furniture,Standard Class,Florida,822.62,161.44,173.24,2.104438858851403,2.997819035462805,4.843876569953397,3.327962912561923,Garden,4.03,4.02
2022-02-28,Home Office,East,Technology,First Class,Florida,1185.95,227.15,12.44,3.833865051708095,1.118290632513212,1.3841811287840566,2.834897170838033,Pharmacy,1.74,8.9
2021-10-16,Corporate,Central,Office Supplies,First Class,Texas,1148.04,286.63,282.16,1.4353163277468206,2.3761042368517913,2.891095229144675,4.267629208727712,Clothing,4.03,6.75
2021-09-23,Home Office,South,Furniture,Second Class,New York,803.38,58.14,221.82,4.027937976274538,2.0463153914162224,3.2800404868980557,1.8908687775127602,Pharmacy,3.02,8.71
2022-11-29,Corporate,West,Technology,Standard Class,Washington,705.88,35.59,11.03,2.2141847433127375,2.5602762964413315,3.800829055982491,2.909120896099626,Pharmacy,3.83,3.23
2022-10-02,Home Office,East,Furniture,Standard Class,Texas,679.8,135.66,124.75,3.933881688510722,2.2035734812785224,2.0882833305187773,4.929670405692766,Clothing,3.08,1.2
2022-06-29,Consumer,East,Technology,First Class,Texas,1415.41,231.78,291.87,2.4662444616570065,1.6389592146004026,3.0642791119107584,1.733047157152936,Grocery,3.23,1.78
2022-06-28,Corporate,West,Furniture,Standard Class,Washington,983.01,184.98,65.77,2.705604234883535,4.766921273591334,2.5505983604359734,3.1817298193614856,Grocery,3.42,2.95
2022-12-16,Consumer,Central,Office Supplies,First Class,Florida,1590.06,319.13,402.41,1.503323039615168,2.7171153374072876,1.3878323043619512,2.172423133233886,Grocery,1.91,5.2
2021-09-02,Corporate,Central,Furniture,Same Day,Florida,1138.89,169.35,218.09,1.4273676382768947,3.5512108481732736,1.482030015846556,1.4952242380043375,Grocery,3.3,2.32
2021-06-01,Corporate,West,Furniture,First Class,New York,1109.88,134.64,83.54,3.1673673617972415,4.707044544788456,2.6147264250533144,4.406371923570168,Grocery,2.06,6.95
2022-11-07,Consumer,West,Furniture,First Class,Texas,1076.57,219.7,312.73,3.5482806137503644,3.289895259400933,1.014096303119913,3.3107153662865265,Clothing,2.2,7.89
2022-05-26,Home Office,Central,Furniture,First Class,Washington,1249.79,157.51,90.74,1.3685226813113252,1.5079966601996873,1.0998813147448452,3.3153170540411843,Pharmacy,3.0,7.27
2022-04-05,Consumer,South,Technology,Same Day,Washington,758.48,132.31,156.85,1.5577289751535899,4.154325427430273,1.2130581661009305,3.181338949058706,Pharmacy,1.91,7.41
2021-07-03,Consumer,South,Office Supplies,First Class,Washington,1540.0,352.17,227.04,1.12977100409387,4.098656287895852,4.06160825107544,1.7378724272807005,Grocery,3.48,5.92
2021-01-29,Corporate,East,Office Supplies,First Class,Texas,974.92,79.63,214.24,1.6496347914474132,2.6184389619932387,4.557590915904897,3.2745326623447,Garden,2.2,7.57
2021-05-09,Home Office,East,Furniture,First Class,California,824.15,42.68,31.61,1.8903100834953257,3.15757449880606,4.617068389691841,1.3655560577416606,Grocery,1.74,8.91
2021-05-09,Home Office,South,Furniture,Same Day,California,1075.64,109.02,307.89,3.7628123818121257,2.6995440186776443,1.0324921883678022,3.7305674816791883,Pharmacy,4.59,6.57
2021-02-23,Consumer,East,Office Supplies,Same Day,New York,1273.08,266.7,88.23,1.260858588866503,1.8969778154793135,3.6167431553223652,1.205828672238102,Pharmacy,2.74,9.46
2022-07-05,Consumer,South,Office Supplies,Second Class,Texas,748.11,122.22,55.29,3.749626036546871,4.051686843230717,2.145700635569427,1.7566044678867576,Pharmacy,4.77,5.82
2022-05-04,Home Office,East,Office Supplies,Standard Class,Texas,1141.72,273.14,194.86,2.6217138946474403,3.9777401051986367,1.2795179194131734,2.1768711883766594,Electronics,2.66,6.84
2021-10-01,Consumer,South,Office Supplies,Same Day,California,820.89,130.99,91.47,1.5718148932952527,3.588223567656238,1.415025823756206,2.115724870639516,Pharmacy,1.04,5.02
2021-12-02,Corporate,East,Furniture,First Class,Florida,873.43,90.1,120.72,4.929316693126322,2.8225619622154285,1.2669322854135738,4.24840915584129,Clothing,1.8,5.73
2022-01-24,Corporate,East,Office Supplies,First Class,California,877.63,178.31,18.22,3.0170760883317844,2.8592241307146407,3.2010703305018193,2.151002578406996,Garden,4.34,7.67
2022-09-10,Consumer,South,Furniture,Second Class,Texas,1190.89,216.16,93.03,2.176737110119044,2.1937753937104816,2.227502656366351,1.2958316084875228,Grocery,2.44,9.98
2021-02-12,Corporate,Central,Furniture,Standard Class,Washington,722.73,154.76,169.35,1.222020685755083,2.0628983622089447,1.665108639594406,1.2719307743395731,Electronics,4.39,0.95
2022-03-19,Home Office,South,Office Supplies,Second Class,Texas,1048.15,192.44,284.72,2.257286576373076,4.395885587288047,1.5819045677355952,1.5976540775397536,Garden,2.55,5.69
2022-06-28,Consumer,South,Technology,Standard Class,New York,914.15,128.34,71.04,3.449824925168332,4.437496889655195,4.357643733151889,2.5767676018496943,Grocery,2.19,4.39
2021-09-15,Corporate,West,Furniture,First Class,California,788.2,83.09,184.65,1.9830916475501703,1.0613795117961589,1.0902029867730016,1.7872569349441423,Electronics,4.2,9.33
2021-11-18,Consumer,Central,Office Supplies,Second Class,New York,696.62,42.58,12.81,3.276965803839646,3.8784253874594112,2.981029402159922,1.940089437949991,Electronics,1.29,1.97
2021-02-27,Home Office,East,Furniture,Standard Class,California,699.28,78.03,16.06,2.113112505582208,2.3196884547965255,1.2909655189277527,1.7359026219813072,Garden,4.5,8.33
2021-10-19,Corporate,Central,Technology,Same Day,California,591.55,35.05,73.34,1.1778177096621083,4.6773893747884685,1.5838111790674239,2.194941588858082,Garden,2.68,1.74
2021-04-30,Home Office,Central,Office Supplies,Second Class,New York,1224.04,166.48,64.74,2.652665047608946,1.9684806126922614,2.8611758546475805,3.019434914492416,Pharmacy,2.31,7.84
2022-03-07,Consumer,Central,Furniture,First Class,New York,939.59,89.41,54.67,2.4264811508407433,2.3416125561992365,1.827591664521914,4.885388286737058,Grocery,1.88,8.98
2021-03-24,Consumer,West,Technology,Second Class,Washington,1039.66,198.29,199.56,1.983560638279894,3.9893443779878854,3.5467786058500272,4.1679617675051315,Grocery,3.38,7.59
2021-04-02,Corporate,West,Technology,First Class,New York,1294.55,121.73,335.12,3.115887326237488,1.2963974402750602,2.515932165244378,1.6900828138406174,Clothing,4.79,9.52
2022-02-03,Home Office,East,Furniture,Same Day,Florida,694.97,46.07,163.94,2.558491297288818,3.8321561872622394,4.137918954724009,4.211402761643329,Garden,2.41,6.2
2022-09-04,Consumer,South,Office Supplies,First Class,Texas,764.61,166.5,82.26,4.799781871192083,3.6987152947066826,3.631578529599273,3.840372119589945,Electronics,1.92,3.17
2022-07-20,Home Office,Central,Office Supplies,First Class,Washington,1063.68,65.96,280.61,3.48491649366103,2.2160865835583583,4.911659644659957,4.623193639593646,Grocery,1.99,8.74
2022-09-26,Home Office,East,Furniture,Same Day,California,543.98,108.9,138.17,2.4326165717148163,3.8510772752958893,2.4281455918019854,2.7388269340976907,Garden,1.36,7.62
2021-03-26,Corporate,East,Technology,Standard Class,Florida,855.32,201.76,138.58,1.8573467737823295,4.611698816947506,2.7846145666988673,4.468394730255819,Clothing,1.95,8.47
2021-07-23,Home Office,West,Technology,First Class,New York,768.78,54.91,113.78,3.6604954345774674,4.215764883022398,3.6727934482240405,3.7923610101109424,Electronics,3.58,5.53
2021-11-21,Consumer,South,Technology,Same Day,New York,1082.38,175.27,29.17,4.680514876593405,3.071369370584555,2.6883267869202214,2.092370304451773,Pharmacy,3.85,8.5
2021-02-17,Consumer,South,Technology,Same Day,Florida,893.55,125.41,47.94,3.5084524428953925,1.529782008268573,1.9562275877635535,2.559104593959117,Garden,2.67,1.59
2022-10-02,Corporate,West,Furniture,Standard Class,Texas,1502.04,315.04,52.23,4.317568970575225,4.569356933928507,1.0267089054474434,4.353914358641873,Clothing,4.77,9.24
2021-05-12,Home Office,Central,Technology,Second Class,Florida,1234.47,215.66,200.93,3.7369146843918846,2.9588723177140435,2.1024235708062142,4.23084911923449,Garden,1.67,2.65
2021-06-30,Consumer,West,Furniture,Second Class,California,786.69,83.12,162.24,4.788726018033925,2.6315101170038044,4.456786484612728,1.9820238908736156,Garden,3.86,7.96
2021-05-24,Consumer,East,Office Supplies,Second Class,Florida,903.17,45.42,171.1,2.628835624431977,3.1910127142775435,3.358156437485336,4.345095562464454,Pharmacy,2.62,0.51
2022-10-23,Corporate,West,Office Supplies,Standard Class,Washington,913.1,133.84,240.27,4.090900992636589,1.8541905027502397,1.018600760550013,4.783028287814461,Garden,1.96,9.33
2021-08-16,Home Office,South,Technology,First Class,Florida,1826.64,417.98,367.2,3.0367438748870823,2.344764631202404,4.151709270847851,4.511077834509932,Garden,1.78,9.54
2022-12-21,Home Office,Central,Technology,Same Day,Florida,622.45,143.83,156.0,1.1979658686225134,3.942022172175913,1.0624466194180897,2.5251521108519612,Electronics,1.67,9.39
2022-01-09,Home Office,East,Technology,First Class,California,1050.88,78.88,53.3,1.0530489610143086,3.25389752826826,4.812678575024561,3.1646471823181597,Grocery,4.91,5.71
2022-07-15,Consumer,East,Office Supplies,Second Class,California,478.89,106.38,28.63,2.7004938600992285,4.049115420815283,3.0552390796476323,4.383842569205998,Pharmacy,2.56,2.18
2021-11-02,Consumer,South,Furniture,Second Class,Texas,998.27,56.79,275.86,3.639897561957125,4.0478584081679045,4.632367790216867,3.865601710178279,Pharmacy,3.43,1.21
2022-08-05,Corporate,West,Furniture,Same Day,California,1477.47,101.16,166.75,4.453090149545703,4.014317593963828,4.543702961522342,3.836419760512633,Clothing,2.73,6.41
2021-06-19,Consumer,East,Furniture,Same Day,California,897.89,218.41,65.48,1.1304926389038683,1.5767544746099533,4.541066833421555,2.1410058444169797,Clothing,4.24,5.57
2022-11-07,Corporate,West,Technology,First Class,California,1276.14,162.57,350.3,4.767376405302116,3.6008058045950997,2.5032088746562233,3.443207559762702,Grocery,4.03,4.99
2022-03-25,Corporate,East,Furniture,First Class,Florida,983.47,63.1,286.51,4.53904204795511,2.9207197002734335,1.7435131414650518,1.2178444629957879,Electronics,1.19,1.47
2021-04-06,Home Office,South,Technology,Second Class,Florida,894.38,128.87,174.36,4.494468818391715,1.2483638092992821,2.404764023247551,2.1885895982472383,Electronics,3.57,8.81
2021-07-17,Corporate,East,Office Supplies,Same Day,California,937.09,55.5,114.9,3.5706791238458098,4.340215130047376,1.5371064121186224,1.8111554647625914,Electronics,4.88,7.41
2022-08-30,Home Office,East,Furniture,Same Day,New York,853.27,45.46,178.87,2.8666322493237266,1.8788606986089724,4.337569309493394,2.5480582971873775,Pharmacy,4.4,8.81
2021-09-14,Home Office,Central,Technology,Second Class,California,843.49,136.94,12.24,4.215975776140638,1.0517611090518364,3.2743613969441143,3.9529183449915086,Electronics,2.18,4.21
2022-11-22,Consumer,East,Furniture,Second Class,California,667.45,61.57,34.69,1.82469679685927,3.5737475458278465,1.994329558805581,2.042164511091934,Garden,3.44,6.36
2021-10-20,Consumer,South,Office Supplies,Second Class,Texas,1376.7,240.07,160.97,2.1691662957528353,1.688421248937599,4.27993027872491,1.715660365243901,Electronics,2.8,5.05
2022-01-23,Corporate,East,Furniture,Second Class,California,901.73,105.45,226.65,1.6907731997821474,1.2468266913236272,2.843542146953578,4.368142701289632,Electronics,3.34,9.84
2022-09-03,Corporate,South,Furniture,First Class,California,1073.44,82.11,105.47,4.991927248378424,4.735083746918994,1.0435178848354472,4.660391855785612,Pharmacy,3.25,4.2
2022-07-09,Corporate,West,Office Supplies,Standard Class,Texas,780.87,192.78,20.91,1.7687251350571427,1.593914395162955,1.6131870124410592,2.7848663853178905,Pharmacy,3.93,8.25
2022-01-04,Corporate,South,Technology,Second Class,California,1279.25,127.91,153.3,3.803003674496879,3.0801973265569758,2.6870250419516166,1.977991087423371,Garden,2.28,6.1
2021-07-21,Consumer,West,Technology,Same Day,California,931.61,58.13,74.49,2.8482890788276154,2.4691971660346868,1.3104454364451592,2.009463607209683,Garden,2.73,3.49
2022-01-19,Corporate,East,Technology,Standard Class,Washington,977.24,103.36,25.66,1.1331811397099028,1.1789623913293474,3.573397971250343,2.6647195509612596,Electronics,3.32,4.41
2022-05-28,Home Office,South,Furniture,Second Class,Texas,542.76,54.46,68.22,1.3250541465535388,2.257415075047393,1.7893054444495227,4.209771750277774,Garden,1.03,3.85
2022-01-06,Consumer,Central,Furniture,First Class,Texas,1098.99,120.81,122.99,4.717713457827899,2.4018815466219654,3.3764437580544846,3.2459267233480054,Clothing,2.09,7.77
2022-07-10,Home Office,South,Technology,Second Class,Washington,1452.88,175.99,323.72,3.9781707503393196,2.973750747914475,1.0376694710033387,3.309343787437827,Grocery,2.94,6.83
2022-01-19,Corporate,West,Technology,Second Class,Texas,782.73,165.18,22.17,3.184039139626534,3.826938298002413,1.5792026736901228,4.912629262551147,Clothing,1.72,1.6
2021-01-24,Consumer,West,Furniture,Second Class,New York,885.44,54.86,106.19,1.837859210115056,4.999911807122891,2.3037250404976364,1.3107007874478245,Garden,3.88,7.85
2022-12-01,Home Office,Central,Technology,Standard Class,Florida,715.42,86.5,78.2,1.025424557803384,3.074285080194594,1.3507278472942335,2.9000535732435533,Pharmacy,1.42,4.88
2021-05-11,Consumer,South,Technology,Standard Class,Florida,1032.29,73.03,203.96,4.090599668847022,4.771012468039277,4.934128783281195,2.917609180462324,Garden,3.89,3.6
2022-01-13,Home Office,East,Furniture,Second Class,Texas,1016.01,250.38,271.78,2.2491944683032568,3.109803893659224,1.9280690861122332,3.215895903075096,Electronics,4.29,4.05
2021-04-09,Consumer,South,Office Supplies,Same Day,Florida,1176.27,92.68,60.54,1.8561623186803753,3.3747292703311405,4.594740534409368,1.6717609494514454,Pharmacy,3.74,1.74
2022-07-29,Home Office,South,Furniture,Same Day,California,1137.87,165.91,280.73,1.689246108486517,1.5562681165962058,3.745472974330488,1.6756885935960733,Clothing,4.67,3.47
2021-05-04,Home Office,South,Technology,Second Class,California,796.87,116.35,148.87,4.235185539125734,3.2833031895886915,4.834264443017814,2.661794243803254,Garden,3.85,2.15
2022-08-18,Home Office,Central,Technology,Standard Class,New York,1056.24,217.83,19.52,3.4825316247520215,2.0422480705293076,4.641982475850069,3.4248690251659064,Pharmacy,1.88,4.85
2021-05-29,Consumer,Central,Office Supplies,Same Day,Washington,917.92,95.86,213.32,3.565203112243847,2.09619370716884,4.514644480389008,2.2112101001363795,Electronics,4.29,5.52
2021-07-29,Home Office,Central,Office Supplies,Standard Class,Florida,727.24,143.67,120.67,4.701749037950475,2.7355106246624117,3.3110929468173866,2.990076816465728,Electronics,1.97,9.91
2022-07-17,Home Office,Central,Furniture,Standard Class,New York,968.29,53.52,234.31,4.567196174317777,3.6149530715763225,4.858569656134086,4.947029097327601,Electronics,4.33,7.8
2022-02-16,Corporate,Central,Office Supplies,Second Class,Florida,1950.42,459.19,250.77,3.721844939429336,3.469318878478576,1.7232803308786169,1.121724069559308,Electronics,3.36,5.52
2021-02-11,Home Office,East,Technology,Second Class,California,1578.79,110.19,320.49,4.844107749437914,2.2251025965819817,2.8167689888595278,2.8634691433020056,Garden,3.05,4.06
2021-02-28,Corporate,South,Technology,Second Class,New York,1034.96,151.28,70.02,1.9158440324652783,1.1150064877494525,4.124506017618827,2.895618789370342,Garden,3.32,2.01
2022-12-07,Consumer,South,Technology,Second Class,New York,1434.71,121.5,94.17,1.0784089322477266,1.9761863204947052,2.9340473904299675,3.7672255548821827,Pharmacy,2.57,4.1
2021-02-06,Home Office,East,Technology,First Class,Washington,988.65,122.32,107.44,4.686827111711006,2.8113241913487172,4.977689566284715,2.0656004611496654,Pharmacy,2.08,5.67
2021-03-28,Consumer,East,Office Supplies,Standard Class,California,986.72,176.03,158.5,2.057311903000326,4.638061707969073,3.9325929993259514,4.1997362698772385,Electronics,2.84,2.19
2021-02-13,Corporate,East,Technology,First Class,New York,512.61,40.24,111.64,4.892411868689768,3.4414513961075386,1.8254217776159538,2.603973680105943,Clothing,1.55,9.05
2021-01-12,Corporate,East,Technology,Same Day,California,759.97,81.94,154.56,1.8961562354166692,4.510031698617032,4.245582576615808,1.3806495704753043,Garden,3.48,6.57
2021-11-04,Consumer,Central,Technology,Standard Class,California,804.13,149.44,199.58,2.1138383815613344,3.3761097726407847,4.5498473942601,3.520241996247834,Grocery,3.19,4.35
2021-03-22,Home Office,South,Furniture,First Class,Texas,1026.88,224.79,137.25,4.637799291100155,2.7726697440037595,3.1576686515344936,1.1055725775980387,Garden,3.69,8.05
2021-02-02,Consumer,East,Furniture,First Class,Texas,1003.5,169.17,275.59,4.250620631069969,2.314327235078709,4.962160757176363,3.8672087745136636,Electronics,3.55,1.78
2021-07-02,Corporate,West,Technology,Second Class,Washington,855.26,132.22,35.63,1.3895649034637994,4.880372847688151,3.1436138751899394,1.0485611910422317,Electronics,4.7,8.46
2021-05-09,Corporate,East,Office Supplies,Second Class,California,852.8,61.33,54.83,3.301884994110241,2.9129948382127973,4.092524112585673,3.386680809439166,Electronics,3.07,0.68
2021-10-03,Home Office,South,Office Supplies,First Class,Texas,958.46,76.01,199.63,1.6310064248939926,2.4369867525074316,2.2961145454056093,4.4835679179474415,Clothing,1.05,4.25
2021-06-24,Corporate,West,Furniture,Standard Class,Florida,654.65,158.19,54.72,1.28668630109838,4.630912790735046,1.9553198046109674,3.793633709047774,Pharmacy,4.52,5.81
2022-07-09,Home Office,East,Furniture,Same Day,California,846.84,42.79,48.89,3.449527315218611,4.247457436454061,4.135041903220314,3.497375018956076,Grocery,1.48,2.1
2022-01-07,Home Office,Central,Office Supplies,Standard Class,New York,904.68,132.88,241.62,1.3122100813996935,3.354957886044322,1.7718822314708245,2.727164501149373,Electronics,3.92,6.86
2021-07-04,Home Office,Central,Furniture,Second Class,California,687.76,138.42,20.52,2.8875799434241625,3.2642569375289567,2.13571948003185,2.34478206762703,Garden,1.79,9.63
2022-03-21,Corporate,West,Furniture,Same Day,New York,917.44,84.4,272.96,3.4580510450415045,2.9894024738696494,2.472861337072974,2.481182083776717,Clothing,1.49,1.27
2022-05-04,Consumer,Central,Technology,First Class,Washington,791.3,112.3,205.86,4.756410686783921,1.3852706089833555,3.4980285569385585,2.5001056799269796,Grocery,4.82,0.59
2022-08-13,Consumer,West,Office Supplies,Standard Class,Texas,1308.85,194.51,342.65,4.685088796383584,3.7499888586633956,2.3689451454528663,3.11953451771841,Clothing,1.14,7.23
2021-10-14,Corporate,East,Technology,First Class,Florida,939.05,95.86,180.6,3.429829817953639,2.502134148565835,2.2837010563722697,1.573320324268082,Pharmacy,1.12,8.04
2021-10-08,Consumer,South,Furniture,Same Day,Texas,952.61,215.05,71.64,3.010850076442107,1.0680891055409893,2.77225733047564,4.52752774053565,Electronics,2.79,4.45
2022-09-30,Consumer,West,Furniture,First Class,New York,1107.01,260.18,267.28,3.6015647290127446,3.904222749010838,2.7991279193119203,3.5035021772224586,Garden,3.34,3.79
2022-05-31,Corporate,East,Furniture,First Class,Washington,1139.24,227.7,29.17,4.699861971324039,1.5172280498949076,1.0838670815114058,2.49774491131639,Electronics,1.71,3.84
2021-04-05,Consumer,West,Furniture,Same Day,New York,565.94,29.27,101.2,4.963761679536271,4.191666563494463,2.2659055469148695,4.928848656458102,Grocery,3.9,8.47
2021-08-15,Corporate,South,Office Supplies,Same Day,Washington,905.8,159.23,124.42,1.1323613316376657,2.0382623050176134,2.878650038826747,4.490110146501122,Grocery,4.76,1.05
2021-09-27,Home Office,Central,Office Supplies,First Class,Washington,772.74,74.51,175.89,4.878208355054606,3.345630485360584,1.941955014655345,3.4272647581412854,Grocery,2.99,8.06
2021-10-24,Home Office,Central,Office Supplies,Same Day,Florida,963.71,99.68,16.28,4.212743917761685,3.279056476050664,2.9080165951953743,2.486995273814155,Pharmacy,1.49,1.85
2021-11-25,Consumer,West,Office Supplies,Standard Class,Florida,865.92,75.13,105.79,1.3000193592091045,1.7074807146041113,3.27715461968284,2.476375423995369,Pharmacy,4.37,8.3
2021-01-20,Corporate,South,Technology,Standard Class,Texas,1039.27,170.94,154.18,4.200671513635649,2.756149399687859,4.358073487888183,1.2668269054042867,Grocery,4.77,5.64
2022-08-31,Home Office,East,Technology,Same Day,Florida,754.89,105.19,40.9,3.6505316413746707,4.276150670401453,4.098985300846792,2.370083883148338,Pharmacy,4.33,8.44
2022-02-15,Corporate,East,Technology,Second Class,New York,858.06,76.12,111.78,4.622951765430324,4.887918882357971,2.026513890919671,1.9827369137328525,Pharmacy,3.26,1.89
2022-03-27,Corporate,East,Furniture,Standard Class,New York,852.21,201.57,233.54,2.831189126690609,1.0726603474941045,1.514893316356785,3.434204489061662,Grocery,4.36,1.87
2021-09-06,Corporate,West,Office Supplies,First Class,Washington,1270.65,124.33,185.39,3.0133538519124046,1.5866167320511688,1.0051882012677602,3.880653942246014,Garden,2.51,2.54
2021-06-30,Consumer,Central,Office Supplies,Same Day,Texas,1092.0,224.68,90.65,4.34925324804279,3.4697582850914173,2.594476083804875,2.1696992422868395,Clothing,3.0,5.42
2021-11-20,Home Office,West,Office Supplies,Second Class,Texas,1092.22,60.0,179.54,2.9351511780771484,1.0100524252202598,4.421460079431855,3.184589997675288,Pharmacy,1.33,4.71
2021-09-18,Consumer,West,Technology,Standard Class,Texas,928.42,80.49,25.67,3.1054716055212883,4.031960069729381,1.6455715835682025,4.1483185726548335,Grocery,2.3,2.99
2021-05-20,Corporate,West,Furniture,Same Day,Washington,903.82,193.21,86.17,1.9774355159838075,3.332051635136477,2.146878503320965,3.5676152410845376,Garden,4.66,3.16
2022-08-22,Home Office,East,Furniture,Second Class,Florida,1140.25,179.34,270.53,2.3216900482565213,3.691458160166044,3.172810904900608,3.974645250028749,Pharmacy,4.41,7.78
2022-04-07,Consumer,South,Furniture,Standard Class,California,1194.36,214.05,234.28,2.1505935015315636,3.4969635766653346,3.375273018057294,1.8723187508906043,Clothing,3.38,1.24
2022-09-14,Home Office,West,Technology,Same Day,New York,1003.79,136.29,17.02,1.182652871466657,3.3960551597215716,3.1889049300468937,3.5401995720802883,Garden,4.62,9.03
